epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625494307994,2021-07-05T10.11.47.994,260.103,0.993,-0.062,-0.055
1625494308005,2021-07-05T10.11.48.005,260.114,0.989,-0.060,-0.056
1625494308015,2021-07-05T10.11.48.015,260.124,0.988,-0.059,-0.052
1625494308025,2021-07-05T10.11.48.025,260.134,0.989,-0.057,-0.051
1625494308034,2021-07-05T10.11.48.034,260.143,0.987,-0.055,-0.052
1625494308044,2021-07-05T10.11.48.044,260.153,0.994,-0.054,-0.054
1625494308054,2021-07-05T10.11.48.054,260.163,0.993,-0.052,-0.048
1625494308065,2021-07-05T10.11.48.065,260.174,0.989,-0.051,-0.047
1625494308075,2021-07-05T10.11.48.075,260.184,0.989,-0.050,-0.047
1625494308085,2021-07-05T10.11.48.085,260.194,0.991,-0.045,-0.047
1625494308095,2021-07-05T10.11.48.095,260.204,0.992,-0.043,-0.048
1625494308106,2021-07-05T10.11.48.106,260.215,0.990,-0.043,-0.045
1625494308116,2021-07-05T10.11.48.116,260.225,0.990,-0.040,-0.048
1625494308126,2021-07-05T10.11.48.126,260.235,0.986,-0.034,-0.045
1625494308136,2021-07-05T10.11.48.136,260.245,0.990,-0.035,-0.045
1625494308145,2021-07-05T10.11.48.145,260.254,0.989,-0.034,-0.045
1625494308155,2021-07-05T10.11.48.155,260.264,0.990,-0.031,-0.045
1625494308166,2021-07-05T10.11.48.166,260.275,0.991,-0.029,-0.046
1625494308176,2021-07-05T10.11.48.176,260.285,0.990,-0.027,-0.049
1625494308186,2021-07-05T10.11.48.186,260.295,0.994,-0.026,-0.047
1625494308197,2021-07-05T10.11.48.197,260.306,0.989,-0.021,-0.048
1625494308207,2021-07-05T10.11.48.207,260.316,0.987,-0.021,-0.051
1625494308217,2021-07-05T10.11.48.217,260.326,0.991,-0.018,-0.050
1625494308227,2021-07-05T10.11.48.227,260.336,0.991,-0.015,-0.055
1625494308238,2021-07-05T10.11.48.238,260.347,0.992,-0.014,-0.054
1625494308248,2021-07-05T10.11.48.248,260.357,0.991,-0.014,-0.052
1625494308257,2021-07-05T10.11.48.257,260.366,0.987,-0.010,-0.057
1625494308267,2021-07-05T10.11.48.267,260.376,0.986,-0.009,-0.057
1625494308277,2021-07-05T10.11.48.277,260.386,0.989,-0.009,-0.059
1625494308287,2021-07-05T10.11.48.287,260.396,0.991,-0.007,-0.062
1625494308298,2021-07-05T10.11.48.298,260.407,0.991,-0.008,-0.066
1625494308308,2021-07-05T10.11.48.308,260.417,0.987,-0.004,-0.065
1625494308318,2021-07-05T10.11.48.318,260.427,0.985,-0.002,-0.065
1625494308328,2021-07-05T10.11.48.328,260.437,0.987,0.002,-0.073
1625494308339,2021-07-05T10.11.48.339,260.448,0.986,0.003,-0.076
1625494308349,2021-07-05T10.11.48.349,260.458,0.990,0.002,-0.074
1625494308359,2021-07-05T10.11.48.359,260.468,0.984,0.002,-0.079
1625494308368,2021-07-05T10.11.48.368,260.477,0.985,0.001,-0.081
1625494308378,2021-07-05T10.11.48.378,260.487,0.986,0.003,-0.079
1625494308388,2021-07-05T10.11.48.388,260.497,0.987,0.006,-0.084
1625494308399,2021-07-05T10.11.48.399,260.508,0.986,0.003,-0.090
1625494308409,2021-07-05T10.11.48.409,260.518,0.985,0.006,-0.088
1625494308419,2021-07-05T10.11.48.419,260.528,0.985,0.006,-0.094
1625494308429,2021-07-05T10.11.48.429,260.538,0.985,0.002,-0.096
1625494308440,2021-07-05T10.11.48.440,260.549,0.984,0.000,-0.096
1625494308450,2021-07-05T10.11.48.450,260.559,0.987,0.002,-0.097
1625494308460,2021-07-05T10.11.48.460,260.569,0.983,0.001,-0.102
1625494308470,2021-07-05T10.11.48.470,260.579,0.984,0.002,-0.103
1625494308479,2021-07-05T10.11.48.479,260.588,0.982,-0.001,-0.107
1625494308489,2021-07-05T10.11.48.489,260.598,0.984,-0.003,-0.112
1625494308500,2021-07-05T10.11.48.500,260.609,0.984,-0.002,-0.110
1625494308510,2021-07-05T10.11.48.510,260.619,0.983,-0.005,-0.114
1625494308520,2021-07-05T10.11.48.520,260.629,0.984,-0.006,-0.119
1625494308530,2021-07-05T10.11.48.530,260.639,0.981,-0.008,-0.117
1625494308541,2021-07-05T10.11.48.541,260.650,0.983,-0.007,-0.117
1625494308551,2021-07-05T10.11.48.551,260.660,0.982,-0.011,-0.117
1625494308561,2021-07-05T10.11.48.561,260.670,0.979,-0.012,-0.120
1625494308572,2021-07-05T10.11.48.572,260.681,0.979,-0.014,-0.124
1625494308582,2021-07-05T10.11.48.582,260.691,0.982,-0.017,-0.128
1625494308591,2021-07-05T10.11.48.591,260.700,0.981,-0.021,-0.126
1625494308601,2021-07-05T10.11.48.601,260.710,0.984,-0.022,-0.128
1625494308611,2021-07-05T10.11.48.611,260.720,0.983,-0.025,-0.128
1625494308621,2021-07-05T10.11.48.621,260.730,0.980,-0.028,-0.132
1625494308632,2021-07-05T10.11.48.632,260.741,0.978,-0.031,-0.132
1625494308642,2021-07-05T10.11.48.642,260.751,0.979,-0.035,-0.133
1625494308652,2021-07-05T10.11.48.652,260.761,0.982,-0.039,-0.135
1625494308662,2021-07-05T10.11.48.662,260.771,0.980,-0.041,-0.133
1625494308673,2021-07-05T10.11.48.673,260.782,0.978,-0.044,-0.131
1625494308683,2021-07-05T10.11.48.683,260.792,0.978,-0.046,-0.134
1625494308693,2021-07-05T10.11.48.693,260.802,0.982,-0.049,-0.133
1625494308702,2021-07-05T10.11.48.702,260.811,0.983,-0.052,-0.131
1625494308712,2021-07-05T10.11.48.712,260.821,0.981,-0.055,-0.131
1625494308722,2021-07-05T10.11.48.722,260.831,0.979,-0.054,-0.131
1625494308733,2021-07-05T10.11.48.733,260.842,0.977,-0.058,-0.128
1625494308743,2021-07-05T10.11.48.743,260.852,0.979,-0.062,-0.128
1625494308753,2021-07-05T10.11.48.753,260.862,0.982,-0.065,-0.128
1625494308763,2021-07-05T10.11.48.763,260.872,0.985,-0.069,-0.127
1625494308774,2021-07-05T10.11.48.774,260.883,0.985,-0.069,-0.126
1625494308784,2021-07-05T10.11.48.784,260.893,0.978,-0.071,-0.123
1625494308794,2021-07-05T10.11.48.794,260.903,0.979,-0.076,-0.120
1625494308804,2021-07-05T10.11.48.804,260.913,0.982,-0.077,-0.119
1625494308813,2021-07-05T10.11.48.813,260.922,0.982,-0.080,-0.116
1625494308823,2021-07-05T10.11.48.823,260.932,0.985,-0.078,-0.116
1625494308834,2021-07-05T10.11.48.834,260.943,0.984,-0.081,-0.107
1625494308844,2021-07-05T10.11.48.844,260.953,0.983,-0.084,-0.106
1625494308854,2021-07-05T10.11.48.854,260.963,0.983,-0.085,-0.106
1625494308864,2021-07-05T10.11.48.864,260.973,0.984,-0.086,-0.104
1625494308875,2021-07-05T10.11.48.875,260.984,0.984,-0.089,-0.100
1625494308885,2021-07-05T10.11.48.885,260.994,0.982,-0.089,-0.098
1625494308895,2021-07-05T10.11.48.895,261.004,0.985,-0.088,-0.094
1625494308905,2021-07-05T10.11.48.905,261.014,0.987,-0.088,-0.092
1625494308916,2021-07-05T10.11.48.916,261.025,0.986,-0.088,-0.087
1625494308925,2021-07-05T10.11.48.925,261.034,0.985,-0.089,-0.085
1625494308935,2021-07-05T10.11.48.935,261.044,0.988,-0.090,-0.079
1625494308945,2021-07-05T10.11.48.945,261.054,0.987,-0.089,-0.078
1625494308955,2021-07-05T10.11.48.955,261.064,0.984,-0.089,-0.074
1625494308966,2021-07-05T10.11.48.966,261.075,0.989,-0.088,-0.071
1625494308976,2021-07-05T10.11.48.976,261.085,0.988,-0.087,-0.067
1625494308986,2021-07-05T10.11.48.986,261.095,0.989,-0.086,-0.064
1625494308996,2021-07-05T10.11.48.996,261.105,0.990,-0.085,-0.062
1625494309007,2021-07-05T10.11.49.007,261.116,0.991,-0.084,-0.055
1625494309017,2021-07-05T10.11.49.017,261.126,0.988,-0.081,-0.053
1625494309027,2021-07-05T10.11.49.027,261.136,0.988,-0.078,-0.051
1625494309036,2021-07-05T10.11.49.036,261.145,0.990,-0.077,-0.050
1625494309046,2021-07-05T10.11.49.046,261.155,0.993,-0.074,-0.041
1625494309056,2021-07-05T10.11.49.056,261.165,0.992,-0.071,-0.042
1625494309067,2021-07-05T10.11.49.067,261.176,0.989,-0.071,-0.040
1625494309077,2021-07-05T10.11.49.077,261.186,0.990,-0.066,-0.034
1625494309087,2021-07-05T10.11.49.087,261.196,0.990,-0.062,-0.036
1625494309097,2021-07-05T10.11.49.097,261.206,0.994,-0.060,-0.032
1625494309108,2021-07-05T10.11.49.108,261.217,0.997,-0.059,-0.028
1625494309118,2021-07-05T10.11.49.118,261.227,0.990,-0.053,-0.034
1625494309128,2021-07-05T10.11.49.128,261.237,0.991,-0.050,-0.029
1625494309138,2021-07-05T10.11.49.138,261.247,0.993,-0.049,-0.029
1625494309147,2021-07-05T10.11.49.147,261.256,0.993,-0.041,-0.032
1625494309157,2021-07-05T10.11.49.157,261.266,0.993,-0.038,-0.027
1625494309168,2021-07-05T10.11.49.168,261.277,0.990,-0.035,-0.028
1625494309178,2021-07-05T10.11.49.178,261.287,0.993,-0.030,-0.030
1625494309188,2021-07-05T10.11.49.188,261.297,0.991,-0.026,-0.026
1625494309198,2021-07-05T10.11.49.198,261.307,0.993,-0.024,-0.030
1625494309209,2021-07-05T10.11.49.209,261.318,0.993,-0.020,-0.031
1625494309219,2021-07-05T10.11.49.219,261.328,0.992,-0.017,-0.034
1625494309229,2021-07-05T10.11.49.229,261.338,0.988,-0.019,-0.031
1625494309239,2021-07-05T10.11.49.239,261.348,0.988,-0.007,-0.034
1625494309250,2021-07-05T10.11.49.250,261.359,0.993,0.000,-0.043
1625494309259,2021-07-05T10.11.49.259,261.368,0.991,-0.003,-0.040
1625494309269,2021-07-05T10.11.49.269,261.378,0.992,-0.002,-0.039
1625494309279,2021-07-05T10.11.49.279,261.388,0.989,0.006,-0.047
1625494309289,2021-07-05T10.11.49.289,261.398,0.986,0.004,-0.045
1625494309300,2021-07-05T10.11.49.300,261.409,0.987,0.011,-0.051
1625494309310,2021-07-05T10.11.49.310,261.419,0.988,0.015,-0.055
1625494309320,2021-07-05T10.11.49.320,261.429,0.993,0.015,-0.059
1625494309330,2021-07-05T10.11.49.330,261.439,0.991,0.015,-0.059
1625494309341,2021-07-05T10.11.49.341,261.450,0.986,0.021,-0.071
1625494309351,2021-07-05T10.11.49.351,261.460,0.988,0.018,-0.070
1625494309361,2021-07-05T10.11.49.361,261.470,0.987,0.016,-0.069
1625494309370,2021-07-05T10.11.49.370,261.479,0.987,0.022,-0.079
1625494309380,2021-07-05T10.11.49.380,261.489,0.988,0.022,-0.085
1625494309390,2021-07-05T10.11.49.390,261.499,0.988,0.020,-0.091
1625494309401,2021-07-05T10.11.49.401,261.510,0.986,0.023,-0.087
1625494309411,2021-07-05T10.11.49.411,261.520,0.986,0.022,-0.101
1625494309421,2021-07-05T10.11.49.421,261.530,0.985,0.018,-0.099
1625494309431,2021-07-05T10.11.49.431,261.540,0.982,0.021,-0.102
1625494309442,2021-07-05T10.11.49.442,261.551,0.982,0.022,-0.111
1625494309452,2021-07-05T10.11.49.452,261.561,0.984,0.017,-0.113
1625494309462,2021-07-05T10.11.49.462,261.571,0.980,0.019,-0.115
1625494309472,2021-07-05T10.11.49.472,261.581,0.984,0.013,-0.123
1625494309481,2021-07-05T10.11.49.481,261.590,0.982,0.010,-0.121
1625494309491,2021-07-05T10.11.49.491,261.600,0.981,0.010,-0.124
1625494309502,2021-07-05T10.11.49.502,261.611,0.983,0.010,-0.131
1625494309512,2021-07-05T10.11.49.512,261.621,0.978,0.003,-0.135
1625494309522,2021-07-05T10.11.49.522,261.631,0.982,-0.002,-0.139
1625494309532,2021-07-05T10.11.49.532,261.641,0.979,-0.001,-0.140
1625494309543,2021-07-05T10.11.49.543,261.652,0.976,-0.010,-0.135
1625494309553,2021-07-05T10.11.49.553,261.662,0.977,-0.013,-0.142
1625494309563,2021-07-05T10.11.49.563,261.672,0.978,-0.014,-0.144
1625494309573,2021-07-05T10.11.49.573,261.682,0.981,-0.021,-0.145
1625494309584,2021-07-05T10.11.49.584,261.693,0.981,-0.024,-0.146
1625494309592,2021-07-05T10.11.49.592,261.701,0.980,-0.028,-0.151
1625494309603,2021-07-05T10.11.49.603,261.712,0.978,-0.036,-0.151
1625494309613,2021-07-05T10.11.49.613,261.722,0.977,-0.040,-0.147
1625494309623,2021-07-05T10.11.49.623,261.732,0.978,-0.041,-0.152
1625494309634,2021-07-05T10.11.49.634,261.743,0.977,-0.049,-0.150
1625494309644,2021-07-05T10.11.49.644,261.753,0.981,-0.055,-0.151
1625494309654,2021-07-05T10.11.49.654,261.763,0.978,-0.056,-0.151
1625494309664,2021-07-05T10.11.49.664,261.773,0.980,-0.060,-0.144
1625494309675,2021-07-05T10.11.49.675,261.784,0.977,-0.069,-0.144
1625494309685,2021-07-05T10.11.49.685,261.794,0.979,-0.072,-0.144
1625494309695,2021-07-05T10.11.49.695,261.804,0.979,-0.073,-0.143
1625494309704,2021-07-05T10.11.49.704,261.813,0.983,-0.076,-0.142
1625494309714,2021-07-05T10.11.49.714,261.823,0.982,-0.087,-0.134
1625494309724,2021-07-05T10.11.49.724,261.833,0.979,-0.084,-0.135
1625494309735,2021-07-05T10.11.49.735,261.844,0.979,-0.090,-0.128
1625494309745,2021-07-05T10.11.49.745,261.854,0.982,-0.090,-0.125
1625494309755,2021-07-05T10.11.49.755,261.864,0.985,-0.093,-0.125
1625494309765,2021-07-05T10.11.49.765,261.874,0.984,-0.101,-0.118
1625494309776,2021-07-05T10.11.49.776,261.885,0.983,-0.100,-0.115
1625494309786,2021-07-05T10.11.49.786,261.895,0.979,-0.103,-0.110
1625494309796,2021-07-05T10.11.49.796,261.905,0.978,-0.103,-0.104
1625494309806,2021-07-05T10.11.49.806,261.915,0.987,-0.105,-0.101
1625494309815,2021-07-05T10.11.49.815,261.924,0.989,-0.107,-0.097
1625494309825,2021-07-05T10.11.49.825,261.934,0.991,-0.110,-0.091
1625494309836,2021-07-05T10.11.49.836,261.945,0.986,-0.106,-0.082
1625494309846,2021-07-05T10.11.49.846,261.955,0.983,-0.105,-0.079
1625494309856,2021-07-05T10.11.49.856,261.965,0.984,-0.107,-0.078
1625494309866,2021-07-05T10.11.49.866,261.975,0.988,-0.107,-0.068
1625494309877,2021-07-05T10.11.49.877,261.986,0.994,-0.104,-0.064
1625494309887,2021-07-05T10.11.49.887,261.996,0.992,-0.102,-0.058
1625494309897,2021-07-05T10.11.49.897,262.006,0.990,-0.098,-0.052
1625494309907,2021-07-05T10.11.49.907,262.016,0.990,-0.099,-0.048
1625494309918,2021-07-05T10.11.49.918,262.027,0.990,-0.096,-0.039
1625494309926,2021-07-05T10.11.49.926,262.035,0.990,-0.090,-0.039
1625494309937,2021-07-05T10.11.49.937,262.046,0.993,-0.088,-0.033
1625494309947,2021-07-05T10.11.49.947,262.056,0.993,-0.086,-0.029
1625494309957,2021-07-05T10.11.49.957,262.066,0.992,-0.080,-0.025
1625494309967,2021-07-05T10.11.49.967,262.076,0.993,-0.080,-0.024
1625494309978,2021-07-05T10.11.49.978,262.087,0.995,-0.073,-0.017
1625494309988,2021-07-05T10.11.49.988,262.097,0.992,-0.066,-0.017
1625494309998,2021-07-05T10.11.49.998,262.107,0.997,-0.063,-0.014
1625494310009,2021-07-05T10.11.50.009,262.118,0.994,-0.058,-0.013
1625494310019,2021-07-05T10.11.50.019,262.128,0.992,-0.053,-0.010
1625494310029,2021-07-05T10.11.50.029,262.138,0.993,-0.049,-0.012
1625494310038,2021-07-05T10.11.50.038,262.147,0.994,-0.040,-0.009
1625494310048,2021-07-05T10.11.50.048,262.157,0.996,-0.035,-0.010
1625494310058,2021-07-05T10.11.50.058,262.167,0.996,-0.027,-0.010
1625494310069,2021-07-05T10.11.50.069,262.178,0.998,-0.022,-0.011
1625494310079,2021-07-05T10.11.50.079,262.188,0.992,-0.020,-0.012
1625494310089,2021-07-05T10.11.50.089,262.198,0.992,-0.010,-0.013
1625494310099,2021-07-05T10.11.50.099,262.208,0.993,-0.003,-0.015
1625494310110,2021-07-05T10.11.50.110,262.219,0.991,-0.001,-0.020
1625494310120,2021-07-05T10.11.50.120,262.229,0.995,0.005,-0.024
1625494310130,2021-07-05T10.11.50.130,262.239,0.993,0.010,-0.028
1625494310140,2021-07-05T10.11.50.140,262.249,0.991,0.013,-0.029
1625494310149,2021-07-05T10.11.50.149,262.258,0.988,0.019,-0.035
1625494310159,2021-07-05T10.11.50.159,262.268,0.990,0.024,-0.040
1625494310170,2021-07-05T10.11.50.170,262.279,0.995,0.025,-0.045
1625494310180,2021-07-05T10.11.50.180,262.289,0.988,0.028,-0.052
1625494310190,2021-07-05T10.11.50.190,262.299,0.991,0.029,-0.059
1625494310200,2021-07-05T10.11.50.200,262.309,0.985,0.033,-0.057
1625494310211,2021-07-05T10.11.50.211,262.320,0.985,0.036,-0.067
1625494310221,2021-07-05T10.11.50.221,262.330,0.988,0.037,-0.075
1625494310231,2021-07-05T10.11.50.231,262.340,0.989,0.038,-0.076
1625494310241,2021-07-05T10.11.50.241,262.350,0.986,0.039,-0.086
1625494310252,2021-07-05T10.11.50.252,262.361,0.986,0.038,-0.092
1625494310260,2021-07-05T10.11.50.260,262.369,0.982,0.039,-0.099
1625494310271,2021-07-05T10.11.50.271,262.380,0.983,0.036,-0.099
1625494310281,2021-07-05T10.11.50.281,262.390,0.982,0.034,-0.105
1625494310291,2021-07-05T10.11.50.291,262.400,0.984,0.034,-0.115
1625494310301,2021-07-05T10.11.50.301,262.410,0.986,0.030,-0.119
1625494310312,2021-07-05T10.11.50.312,262.421,0.983,0.029,-0.123
1625494310322,2021-07-05T10.11.50.322,262.431,0.977,0.024,-0.127
1625494310332,2021-07-05T10.11.50.332,262.441,0.978,0.021,-0.135
1625494310342,2021-07-05T10.11.50.342,262.451,0.977,0.019,-0.141
1625494310353,2021-07-05T10.11.50.353,262.462,0.982,0.012,-0.146
1625494310363,2021-07-05T10.11.50.363,262.472,0.980,0.009,-0.148
1625494310373,2021-07-05T10.11.50.373,262.482,0.978,0.006,-0.153
1625494310382,2021-07-05T10.11.50.382,262.491,0.976,-0.003,-0.156
1625494310392,2021-07-05T10.11.50.392,262.501,0.974,-0.007,-0.158
1625494310403,2021-07-05T10.11.50.403,262.512,0.978,-0.012,-0.162
1625494310413,2021-07-05T10.11.50.413,262.522,0.979,-0.022,-0.165
1625494310423,2021-07-05T10.11.50.423,262.532,0.980,-0.028,-0.164
1625494310433,2021-07-05T10.11.50.433,262.542,0.974,-0.033,-0.164
1625494310444,2021-07-05T10.11.50.444,262.553,0.970,-0.040,-0.165
1625494310454,2021-07-05T10.11.50.454,262.563,0.975,-0.045,-0.163
1625494310464,2021-07-05T10.11.50.464,262.573,0.980,-0.051,-0.164
1625494310474,2021-07-05T10.11.50.474,262.583,0.982,-0.060,-0.165
1625494310485,2021-07-05T10.11.50.485,262.594,0.977,-0.065,-0.162
1625494310493,2021-07-05T10.11.50.493,262.602,0.973,-0.070,-0.161
1625494310504,2021-07-05T10.11.50.504,262.613,0.978,-0.078,-0.154
1625494310514,2021-07-05T10.11.50.514,262.623,0.979,-0.078,-0.152
1625494310524,2021-07-05T10.11.50.524,262.633,0.982,-0.090,-0.152
1625494310534,2021-07-05T10.11.50.534,262.643,0.982,-0.088,-0.148
1625494310545,2021-07-05T10.11.50.545,262.654,0.978,-0.098,-0.139
1625494310555,2021-07-05T10.11.50.555,262.664,0.974,-0.100,-0.137
1625494310565,2021-07-05T10.11.50.565,262.674,0.983,-0.104,-0.134
1625494310575,2021-07-05T10.11.50.575,262.684,0.982,-0.110,-0.125
1625494310586,2021-07-05T10.11.50.586,262.695,0.986,-0.111,-0.121
1625494310596,2021-07-05T10.11.50.596,262.705,0.981,-0.115,-0.114
1625494310605,2021-07-05T10.11.50.605,262.714,0.977,-0.114,-0.117
1625494310615,2021-07-05T10.11.50.615,262.724,0.985,-0.121,-0.102
1625494310625,2021-07-05T10.11.50.625,262.734,0.983,-0.119,-0.094
1625494310635,2021-07-05T10.11.50.635,262.744,0.990,-0.121,-0.094
1625494310646,2021-07-05T10.11.50.646,262.755,0.984,-0.117,-0.087
1625494310656,2021-07-05T10.11.50.656,262.765,0.984,-0.118,-0.078
1625494310666,2021-07-05T10.11.50.666,262.775,0.985,-0.119,-0.069
1625494310676,2021-07-05T10.11.50.676,262.785,0.988,-0.118,-0.060
1625494310687,2021-07-05T10.11.50.687,262.796,0.995,-0.118,-0.059
1625494310697,2021-07-05T10.11.50.697,262.806,0.991,-0.113,-0.050
1625494310707,2021-07-05T10.11.50.707,262.816,0.987,-0.108,-0.044
1625494310716,2021-07-05T10.11.50.716,262.825,0.988,-0.108,-0.037
1625494310726,2021-07-05T10.11.50.726,262.835,0.992,-0.104,-0.031
1625494310737,2021-07-05T10.11.50.737,262.846,0.995,-0.099,-0.026
1625494310747,2021-07-05T10.11.50.747,262.856,0.996,-0.093,-0.019
1625494310757,2021-07-05T10.11.50.757,262.866,0.996,-0.093,-0.018
1625494310767,2021-07-05T10.11.50.767,262.876,0.989,-0.079,-0.011
1625494310778,2021-07-05T10.11.50.778,262.887,0.993,-0.075,-0.008
1625494310788,2021-07-05T10.11.50.788,262.897,0.996,-0.073,-0.002
1625494310798,2021-07-05T10.11.50.798,262.907,0.996,-0.065,-0.005
1625494310808,2021-07-05T10.11.50.808,262.917,1.002,-0.058,-0.003
1625494310819,2021-07-05T10.11.50.819,262.928,0.990,-0.054,0.004
1625494310827,2021-07-05T10.11.50.827,262.936,0.989,-0.045,0.003
1625494310838,2021-07-05T10.11.50.838,262.947,0.995,-0.036,0.003
1625494310848,2021-07-05T10.11.50.848,262.957,1.000,-0.028,-0.002
1625494310858,2021-07-05T10.11.50.858,262.967,0.999,-0.026,-0.002
1625494310868,2021-07-05T10.11.50.868,262.977,0.998,-0.015,0.003
1625494310879,2021-07-05T10.11.50.879,262.988,0.993,-0.010,-0.001
1625494310889,2021-07-05T10.11.50.889,262.998,0.991,-0.001,-0.002
1625494310899,2021-07-05T10.11.50.899,263.008,0.993,0.004,-0.008
1625494310909,2021-07-05T10.11.50.909,263.018,0.996,0.011,-0.010
1625494310920,2021-07-05T10.11.50.920,263.029,0.998,0.017,-0.019
1625494310930,2021-07-05T10.11.50.930,263.039,0.995,0.021,-0.023
1625494310939,2021-07-05T10.11.50.939,263.048,0.988,0.025,-0.027
1625494310949,2021-07-05T10.11.50.949,263.058,0.990,0.032,-0.030
1625494310959,2021-07-05T10.11.50.959,263.068,0.990,0.036,-0.042
1625494310969,2021-07-05T10.11.50.969,263.078,0.992,0.040,-0.047
1625494310980,2021-07-05T10.11.50.980,263.089,0.992,0.042,-0.054
1625494310990,2021-07-05T10.11.50.990,263.099,0.986,0.042,-0.059
1625494311000,2021-07-05T10.11.51.000,263.109,0.984,0.044,-0.067
1625494311010,2021-07-05T10.11.51.010,263.119,0.989,0.047,-0.076
1625494311021,2021-07-05T10.11.51.021,263.130,0.987,0.049,-0.082
1625494311031,2021-07-05T10.11.51.031,263.140,0.986,0.048,-0.093
1625494311040,2021-07-05T10.11.51.040,263.149,0.986,0.045,-0.095
1625494311050,2021-07-05T10.11.51.050,263.159,0.980,0.046,-0.100
1625494311060,2021-07-05T10.11.51.060,263.169,0.980,0.044,-0.114
1625494311071,2021-07-05T10.11.51.071,263.180,0.982,0.044,-0.122
1625494311081,2021-07-05T10.11.51.081,263.190,0.986,0.041,-0.127
1625494311091,2021-07-05T10.11.51.091,263.200,0.987,0.033,-0.136
1625494311101,2021-07-05T10.11.51.101,263.210,0.983,0.033,-0.135
1625494311112,2021-07-05T10.11.51.112,263.221,0.978,0.032,-0.139
1625494311122,2021-07-05T10.11.51.122,263.231,0.976,0.023,-0.150
1625494311132,2021-07-05T10.11.51.132,263.241,0.978,0.017,-0.155
1625494311142,2021-07-05T10.11.51.142,263.251,0.980,0.016,-0.156
1625494311151,2021-07-05T10.11.51.151,263.260,0.981,0.004,-0.166
1625494311161,2021-07-05T10.11.51.161,263.270,0.978,-0.003,-0.167
1625494311172,2021-07-05T10.11.51.172,263.281,0.972,-0.006,-0.166
1625494311182,2021-07-05T10.11.51.182,263.291,0.971,-0.015,-0.174
1625494311192,2021-07-05T10.11.51.192,263.301,0.978,-0.024,-0.178
1625494311202,2021-07-05T10.11.51.202,263.311,0.979,-0.028,-0.175
1625494311213,2021-07-05T10.11.51.213,263.322,0.979,-0.038,-0.179
1625494311223,2021-07-05T10.11.51.223,263.332,0.975,-0.048,-0.177
1625494311233,2021-07-05T10.11.51.233,263.342,0.970,-0.051,-0.176
1625494311243,2021-07-05T10.11.51.243,263.352,0.977,-0.061,-0.176
1625494311254,2021-07-05T10.11.51.254,263.363,0.979,-0.073,-0.172
1625494311262,2021-07-05T10.11.51.262,263.371,0.980,-0.073,-0.171
1625494311273,2021-07-05T10.11.51.273,263.382,0.980,-0.083,-0.166
1625494311283,2021-07-05T10.11.51.283,263.392,0.975,-0.091,-0.160
1625494311293,2021-07-05T10.11.51.293,263.402,0.977,-0.093,-0.158
1625494311303,2021-07-05T10.11.51.303,263.412,0.976,-0.102,-0.152
1625494311314,2021-07-05T10.11.51.314,263.423,0.983,-0.106,-0.148
1625494311324,2021-07-05T10.11.51.324,263.433,0.985,-0.111,-0.141
1625494311334,2021-07-05T10.11.51.334,263.443,0.978,-0.116,-0.132
1625494311344,2021-07-05T10.11.51.344,263.453,0.974,-0.119,-0.131
1625494311355,2021-07-05T10.11.51.355,263.464,0.982,-0.125,-0.120
1625494311365,2021-07-05T10.11.51.365,263.474,0.987,-0.127,-0.115
1625494311374,2021-07-05T10.11.51.374,263.483,0.988,-0.127,-0.107
1625494311384,2021-07-05T10.11.51.384,263.493,0.983,-0.127,-0.096
1625494311394,2021-07-05T10.11.51.394,263.503,0.981,-0.130,-0.093
1625494311405,2021-07-05T10.11.51.405,263.514,0.984,-0.129,-0.083
1625494311415,2021-07-05T10.11.51.415,263.524,0.988,-0.129,-0.075
1625494311425,2021-07-05T10.11.51.425,263.534,0.991,-0.128,-0.064
1625494311435,2021-07-05T10.11.51.435,263.544,0.991,-0.126,-0.056
1625494311446,2021-07-05T10.11.51.446,263.555,0.987,-0.123,-0.053
1625494311456,2021-07-05T10.11.51.456,263.565,0.987,-0.119,-0.039
1625494311466,2021-07-05T10.11.51.466,263.575,0.993,-0.118,-0.037
1625494311476,2021-07-05T10.11.51.476,263.585,0.996,-0.110,-0.029
1625494311485,2021-07-05T10.11.51.485,263.594,0.997,-0.107,-0.021
1625494311495,2021-07-05T10.11.51.495,263.604,0.994,-0.105,-0.013
1625494311506,2021-07-05T10.11.51.506,263.615,0.991,-0.094,-0.007
1625494311516,2021-07-05T10.11.51.516,263.625,0.993,-0.088,-0.005
1625494311526,2021-07-05T10.11.51.526,263.635,0.998,-0.085,0.000
1625494311536,2021-07-05T10.11.51.536,263.645,0.999,-0.074,0.004
1625494311547,2021-07-05T10.11.51.547,263.656,0.999,-0.070,0.006
1625494311557,2021-07-05T10.11.51.557,263.666,0.993,-0.060,0.010
1625494311567,2021-07-05T10.11.51.567,263.676,0.995,-0.052,0.008
1625494311577,2021-07-05T10.11.51.577,263.686,0.996,-0.043,0.012
1625494311588,2021-07-05T10.11.51.588,263.697,1.000,-0.034,0.011
1625494311596,2021-07-05T10.11.51.596,263.705,1.000,-0.028,0.009
1625494311607,2021-07-05T10.11.51.607,263.716,0.993,-0.021,0.009
1625494311617,2021-07-05T10.11.51.617,263.726,0.993,-0.010,0.008
1625494311627,2021-07-05T10.11.51.627,263.736,0.993,-0.001,0.006
